SITE_CODE,CANONICAL_NAME,LOCATION_TYPE,CITY,STATE,COUNTRY,ADDRESS,BASE_IP,HERITAGE,STATUS,NET_TYPE,DATASET_VERSION,HOSTNAME_PREFIX,LATITUDE,LONGITUDE,REGION,FACILITY_OWNER,CSNA_SITE_NAME,NMS_PATH_FRAGMENT,NOTE
US_CT_00942_RT,Brooklyn CT - Store 00942,Retail,Brooklyn,CT,US,"542 Providence Road, Brooklyn, CT 06234",172.29.169.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MI_08041_RT,Brooklyn MI - Store 08041,Retail,Brooklyn,MI,US,"414 S. MAIN ST, Brooklyn, MI 49230",172.29.100.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_NY_00644_RT,Brooklyn NY - Store 00644,Retail,Brooklyn,NY,US,"8430 New Utrecht Avenue, Brooklyn, NY 11214",172.19.200.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_00802_RT,Brooklyn NY - Store 00802,Retail,Brooklyn,NY,US,"2320 Ralph Avenue, Brooklyn, NY 11234",172.16.116.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_00845_RT,Brooklyn NY - Store 00845,Retail,Brooklyn,NY,US,"395 Court Street, Brooklyn, NY 11231",172.17.97.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_01791_RT,Brooklyn NY - Store 01791,Retail,Brooklyn,NY,US,"156 Henry Street, Brooklyn, NY 11201",172.31.129.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_02344_RT,Brooklyn NY - Store 02344,Retail,Brooklyn,NY,US,"1249 NOSTRAND AVENUE, Brooklyn, NY 11225",172.18.181.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_02428_RT,Brooklyn NY - Store 02428,Retail,Brooklyn,NY,US,"532 neptune ave, Brooklyn, NY 11224",172.30.206.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_02431_RT,Brooklyn NY - Store 02431,Retail,Brooklyn,NY,US,"4112 Avenue U, Brooklyn, NY 11234",172.30.207.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_02436_RT,Brooklyn NY - Store 02436,Retail,Brooklyn,NY,US,"1346 Pennsylvania Ave., Brooklyn, NY 11239",172.30.210.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_02441_RT,Brooklyn NY - Store 02441,Retail,Brooklyn,NY,US,"2151 86th St., Brooklyn, NY 11214",172.30.211.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_02498_RT,Brooklyn NY - Store 02498,Retail,Brooklyn,NY,US,"341 9th street, Brooklyn, NY 11215",172.30.239.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_02574_RT,Brooklyn NY - Store 02574,Retail,Brooklyn,NY,US,"6702 FORT HAMILTON PARKWAY, Brooklyn, NY 11219",172.29.174.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_02672_RT,Brooklyn NY - Store 02672,Retail,Brooklyn,NY,US,"150 COURT STREET, Brooklyn, NY 11201",172.18.47.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_02700_RT,Brooklyn NY - Store 02700,Retail,Brooklyn,NY,US,"1402 SHEEPSHEAD BAY ROAD, Brooklyn, NY 11235",172.29.179.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_02906_RT,Brooklyn NY - Store 02906,Retail,Brooklyn,NY,US,"10204 FLATLANDS, Brooklyn, NY 11236",172.30.58.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_04958_RT,Brooklyn NY - Store 04958,Retail,Brooklyn,NY,US,"27 North 6th Street, Brooklyn, NY 11211",172.28.174.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_05847_RT,Brooklyn NY - Store 05847,Retail,Brooklyn,NY,US,"6817 Bay Parkway, Brooklyn, NY 11204",172.28.29.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_10042_RT,Brooklyn NY - Store 10042,Retail,Brooklyn,NY,US,"859 Manhattan Ave, Brooklyn, NY 11222",172.28.206.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_10086_RT,Brooklyn NY - Store 10086,Retail,Brooklyn,NY,US,"30 Flatbush Ave, Brooklyn, NY 11217",172.31.6.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_10291_RT,Brooklyn NY - Store 10291,Retail,Brooklyn,NY,US,"1601 Kings Highway, Brooklyn, NY 11229",172.21.22.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_11486_RT,Brooklyn NY - Store 11486,Retail,Brooklyn,NY,US,"130 5th Avenue, Brooklyn, NY 11217",172.28.230.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_11502_RT,Brooklyn NY - Store 11502,Retail,Brooklyn,NY,US,"79 Jay St, Brooklyn, NY 11201",172.28.147.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_13019_RT,Brooklyn NY - Store 13019,Retail,Brooklyn,NY,US,"218 Myrtle Ave, Brooklyn, NY 11201",172.28.184.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_16740_RT,Brooklyn NY - Store 16740,Retail,Brooklyn,NY,US,"519 Gateway Dr, Brooklyn, NY 11239",172.20.219.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_16969_RT,Brooklyn NY - Store 16969,Retail,Brooklyn,NY,US,"139 Flatbush Ave, Brooklyn, NY 11217",172.24.19.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_17290_RT,Brooklyn NY - Store 17290,Retail,Brooklyn,NY,US,"1598 Flatbush Ave, Brooklyn, NY 11210",172.24.99.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_17681_RT,Brooklyn NY - Store 17681,Retail,Brooklyn,NY,US,"445 Gold St, Brooklyn, NY 11201",172.24.207.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_17833_RT,Brooklyn NY - Store 17833,Retail,Brooklyn,NY,US,"2101 Church Avenue, Brooklyn, NY 11226",172.21.179.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_17861_RT,Brooklyn NY - Store 17861,Retail,Brooklyn,NY,US,"5100 Kings Plaza suite 2201, Brooklyn, NY 11234",172.31.29.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MN_11070_RT,Brooklyn Park MN - Store 11070,Retail,Brooklyn Park,MN,US,"4400 Oak Grove Parkway, Brooklyn Park, MN 55443",172.21.26.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MN_16213_RT,Brooklyn Park MN - Store 16213,Retail,Brooklyn Park,MN,US,"7535 W Broadway Ave, Brooklyn Park, MN 55428",172.20.89.64,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_VA_07352_RT,Brookneal VA - Store 07352,Retail,Brookneal,VA,US,"240-B LUSARDI DR, Brookneal, VA 24528",172.18.220.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_OH_03028_RT,Brookpark OH - Store 03028,Retail,Brookpark,OH,US,"14372 SNOW RD., Brookpark, OH 44142",172.31.4.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_FL_01812_RT,Brooksville FL - Store 01812,Retail,Brooksville,FL,US,"20019 Cortez Blvd, Brooksville, FL 34601",172.31.159.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_FL_03528_RT,Brooksville FL - Store 03528,Retail,Brooksville,FL,US,"12990 Cortez Blvd, Brooksville, FL 34613",172.30.80.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_FL_17535_RT,Brooksville FL - Store 17535,Retail,Brooksville,FL,US,"3101 Aerial Way, Brooksville, FL 34604",172.24.160.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_IN_06784_RT,Brookville IN - Store 06784,Retail,Brookville,IN,US,"31 Metamora Rd., Brookville, IN 47012",172.30.88.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_PA_02756_RT,Broomall PA - Store 02756,Retail,Broomall,PA,US,"2519 WEST CHESTER PIKE, Broomall, PA 19008",172.16.178.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_PA_05462_RT,Broomall PA - Store 05462,Retail,Broomall,PA,US,"1901 Sproul Road, Broomall, PA 19008",172.29.120.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_LA_05560_RT,Broussard LA - Store 05560,Retail,Broussard,LA,US,"3604 W Pinhook Rd, Broussard, LA 70518",172.29.124.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_NJ_05767_RT,Brown Mills NJ - Store 05767,Retail,Brown Mills,NJ,US,"41 pemberton-Browns Mill Rd, Brown Mills, NJ 08068",172.18.119.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_IN_06555_RT,Brownsburg IN - Store 06555,Retail,Brownsburg,IN,US,"21 WEST MAIN STREET, Brownsburg, IN 46112",172.30.12.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_IN_06696_RT,Brownstown IN - Store 06696,Retail,Brownstown,IN,US,"415 South Main Street, Brownstown, IN 47220",172.18.142.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MI_00211_RT,Brownstown Township MI - Store 00211,Retail,Brownstown Township,MI,US,"18900 Telegraph Road., Brownstown Township, MI 48183",172.16.145.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MI_08160_RT,Brownstown Township MI - Store 08160,Retail,Brownstown Township,MI,US,"23800 WEST ROAD, Brownstown Township, MI 48183",172.29.216.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_TX_01020_RT,Brownsville TX - Store 01020,Retail,Brownsville,TX,US,"1484 Ruben M. Torres Sr. Boulevard, Brownsville, TX 78521",172.19.150.128,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_02701_RT,Brownsville TX - Store 02701,Retail,Brownsville,TX,US,"790 Alton Gloor Blvd, Brownsville, TX 78526",172.17.147.64,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_17234_RT,Brownsville TX - Store 17234,Retail,Brownsville,TX,US,"301 E Morrison Rd, Brownsville, TX 78526",172.24.85.0,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_07269_RT,Brownwood TX - Store 07269,Retail,Brownwood,TX,US,"1319 Austin Ave, Brownwood, TX 76801",172.18.189.0,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_GA_04567_RT,Brunswick GA - Store 04567,Retail,Brunswick,GA,US,"5421 New Jesup Hwy, Brunswick, GA 31523",172.18.3.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_GA_17369_RT,Brunswick GA - Store 17369,Retail,Brunswick,GA,US,"200 Glynn Isle, Brunswick, GA 31525",172.24.118.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_ME_01288_RT,Brunswick ME - Store 01288,Retail,Brunswick,ME,US,"147 Bath Road, Suite 14, Brunswick, ME 04011",172.16.22.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_OH_03377_RT,Brunswick OH - Store 03377,Retail,Brunswick,OH,US,"1112 PEARL RD., Brunswick, OH 44212",172.31.14.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_OH_06181_RT,Bryan OH - Store 06181,Retail,Bryan,OH,US,"341 WEST HIGH ST, Bryan, OH 43506",172.31.179.64,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_TX_06590_RT,Bryan TX - Store 06590,Retail,Bryan,TX,US,"3000 S Texas Ave, Bryan, TX 77802",172.29.159.192,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_17485_RT,Bryan TX - Store 17485,Retail,Bryan,TX,US,"3061 Wildflower Dr, Bryan, TX 77802",172.24.147.128,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_AR_10432_RT,Bryant AR - Store 10432,Retail,Bryant,AR,US,"3220 N. Reynolds Road, Bryant, AR 72022",172.20.6.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_AR_17282_RT,Bryant AR - Store 17282,Retail,Bryant,AR,US,"7377 Alcoa Rd, Bryant, AR 72022",172.24.97.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_MD_01838_RT,Bryan’S Road MD - Store 01838,Retail,Bryan’S Road,MD,US,"7035 Indian Head Highway, Bryan’S Road, MD 20616",172.16.46.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_PA_06902_RT,Bryn Mawr PA - Store 06902,Retail,Bryn Mawr,PA,US,"1218 E. Lancaster Avenue, Bryn Mawr, PA 19010",172.18.185.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_AZ_01716_RT,Buckeye AZ - Store 01716,Retail,Buckeye,AZ,US,"21087 W. Main Street, Buckeye, AZ 85396",172.31.176.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_WV_07649_RT,Buckhannon WV - Store 07649,Retail,Buckhannon,WV,US,"74 West Main St., Buckhannon, WV 26201",172.18.232.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_OH_03406_RT,Bucyrus OH - Store 03406,Retail,Bucyrus,OH,US,"101 E. CHARLES ST., Bucyrus, OH 44820",172.31.14.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_TX_10535_RT,Buda TX - Store 10535,Retail,Buda,TX,US,"220 S. FM1626, Buda, TX 78610",172.20.7.192,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_NJ_02092_RT,Budd Lake NJ - Store 02092,Retail,Budd Lake,NJ,US,"255 Route 46, Budd Lake, NJ 07828",172.16.235.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_CA_09970_RT,Buellton CA - Store 09970,Retail,Buellton,CA,US,"218 E Highway 246 Bldg 3, Buellton, CA 93427",172.28.150.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_05837_RT,Buena Park CA - Store 05837,Retail,Buena Park,CA,US,"7065 La Palma Ave, Buena Park, CA 90620",172.16.129.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_08861_RT,Buena Park CA - Store 08861,Retail,Buena Park,CA,US,"8850 VALLEY VIEW STREET, Buena Park, CA 90620",172.19.26.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_17170_RT,Buena Park CA - Store 17170,Retail,Buena Park,CA,US,"7530 Orangethorpe Ave, Buena Park, CA 90621",172.24.69.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_VA_05514_RT,Buena Vista VA - Store 05514,Retail,Buena Vista,VA,US,"2148 E. MIDLAND TRAIL, Buena Vista, VA 24416",172.18.103.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_IL_02788_RT,Buffallo Grove IL - Store 02788,Retail,Buffallo Grove,IL,US,"20 east dundee rd, Buffallo Grove, IL 60089",172.16.183.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MN_16299_RT,Buffalo MN - Store 16299,Retail,Buffalo,MN,US,"1300 State Highway 55 NE, Buffalo, MN 55313",172.20.110.128,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_NY_00274_RT,Buffalo NY - Store 00274,Retail,Buffalo,NY,US,"360 Dingens St., Buffalo, NY 14206",172.29.37.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_00609_RT,Buffalo NY - Store 00609,Retail,Buffalo,NY,US,"1625 ELMWOOD AVENUE - SPECTRUM BUILDING, Buffalo, NY 14207",172.17.15.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_00725_RT,Buffalo NY - Store 00725,Retail,Buffalo,NY,US,"392 Kenmore Ave, Buffalo, NY 14223",172.17.27.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NY_16402_RT,Buffalo NY - Store 16402,Retail,Buffalo,NY,US,"2626 Delaware Ave, Buffalo, NY 14216",172.20.136.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_GA_00279_RT,Buford GA - Store 00279,Retail,Buford,GA,US,"2605 Hamilton Mill Road, Buford, GA 30519",172.19.221.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_GA_05653_RT,Buford GA - Store 05653,Retail,Buford,GA,US,"1950 Buford Hwy, Buford, GA 30518",172.31.165.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_GA_16561_RT,Buford GA - Store 16561,Retail,Buford,GA,US,"3205 Woodward Crossing Blvd Ste B, Buford, GA 30519",172.20.175.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_AZ_08826_RT,Bullhead City AZ - Store 08826,Retail,Bullhead City,AZ,US,"2350 MIRACLE MILE Suite 220, Bullhead City, AZ 86442",172.19.1.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_AZ_17432_RT,Bullhead City AZ - Store 17432,Retail,Bullhead City,AZ,US,"3699 Hwy 95, Bullhead City, AZ 86442",172.24.134.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_BUR_CA_RT,Burbank CA,Retail,Burbank,CA,US,,,,Active,Retail,v5.20,us-bur-ca-rt,,,West,Leased,,,
US_CA_09601_RT,Burbank CA - Store 09601,Retail,Burbank,CA,US,"1015 NORTH SAN FERNANDO BOULEVARD, Burbank, CA 91504",172.19.26.192,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_09658_RT,Burbank CA - Store 09658,Retail,Burbank,CA,US,"101 EAST ALAMEDA AVENUE, Burbank, CA 91502",172.19.27.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_09692_RT,Burbank CA - Store 09692,Retail,Burbank,CA,US,"1820 W Verdugo Ave, Burbank, CA 91506",172.19.27.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_09734_RT,Burbank CA - Store 09734,Retail,Burbank,CA,US,"2500 WEST VICTORY BOULEVARD, Burbank, CA 91505",172.19.27.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_09795_RT,Burbank CA - Store 09795,Retail,Burbank,CA,US,"511 HOLLYWOOD WAY, Burbank, CA 91505",172.19.27.192,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_16701_RT,Burbank CA - Store 16701,Retail,Burbank,CA,US,"1800 W Empire Ave, Burbank, CA 91504",172.20.209.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CA_17721_RT,Burbank CA - Store 17721,Retail,Burbank,CA,US,"1033 N Hollywood Way, Burbank, CA 91505",172.24.253.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_WA_10373_RT,Burien WA - Store 10373,Retail,Burien,WA,US,"117 SW 160th street, Burien, WA 98166",172.28.236.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_WA_11687_RT,Burien WA - Store 11687,Retail,Burien,WA,US,"14901 4TH AVE SW, Burien, WA 98166",172.18.123.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_VA_01378_RT,Burke VA - Store 01378,Retail,Burke,VA,US,"5711 BURKE CENTER PARKWAY, Burke, VA 22015",172.16.27.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_VA_01390_RT,Burke VA - Store 01390,Retail,Burke,VA,US,"9582 Old Keene Mill Road, Burke, VA 22015",172.30.152.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_TX_05465_RT,Burleson TX - Store 05465,Retail,Burleson,TX,US,"1421 SW Wilshire Blvd, Burleson, TX 76028",172.19.169.192,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_07489_RT,Burleson TX - Store 07489,Retail,Burleson,TX,US,"100 SW Wilshire Blvd, Burleson, TX 76028",172.18.216.192,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_TX_17040_RT,Burleson TX - Store 17040,Retail,Burleson,TX,US,"200 NW John Jones Dr, Burleson, TX 76028",172.24.37.128,CVS,Active,Retail-Store,v5.20,,,,South-Central,Leased,,,
US_CA_09811_RT,Burlingame CA - Store 09811,Retail,Burlingame,CA,US,"1871 El Camino Real, Burlingame, CA 94010",172.28.116.0,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_CT_07916_RT,Burlington CT - Store 07916,Retail,Burlington,CT,US,"292 Spielman Hwy, Burlington, CT 06013",172.18.186.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MA_01023_RT,Burlington MA - Store 01023,Retail,Burlington,MA,US,"34 Cambridge street, Burlington, MA 01803",172.30.130.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MA_05939_RT,Burlington MA - Store 05939,Retail,Burlington,MA,US,"242 Cambridge St, Burlington, MA 01803",172.19.226.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NC_02532_RT,Burlington NC - Store 02532,Retail,Burlington,NC,US,"1149 University Drive, Burlington, NC 27215",172.19.247.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_NC_03853_RT,Burlington NC - Store 03853,Retail,Burlington,NC,US,"2344 S CHURCH ST, Burlington, NC 27215",172.31.95.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_NC_07559_RT,Burlington NC - Store 07559,Retail,Burlington,NC,US,"2017 West Webb Avenue, Burlington, NC 27217",172.30.108.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_NC_17130_RT,Burlington NC - Store 17130,Retail,Burlington,NC,US,"1475 University Dr, Burlington, NC 27215",172.24.59.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_NJ_02480_RT,Burlington NJ - Store 02480,Retail,Burlington,NJ,US,"1021 Neck Rd, Burlington, NJ 08016",172.30.244.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NJ_16520_RT,Burlington NJ - Store 16520,Retail,Burlington,NJ,US,"2703 Route 541, Burlington, NJ 08016",172.20.165.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_VT_11037_RT,Burlington VT - Store 11037,Retail,Burlington,VT,US,"35 Church St, Burlington, VT 05401",172.24.211.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_PA_01687_RT,Burnham PA - Store 01687,Retail,Burnham,PA,US,"404 North Logan Blvd, Burnham, PA 17009",172.16.43.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MN_05472_RT,Burnsville MN - Store 05472,Retail,Burnsville,MN,US,"12751 Nicollet Ave, Burnsville, MN 55337",172.28.201.192,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_MN_17405_RT,Burnsville MN - Store 17405,Retail,Burnsville,MN,US,"810 County Rd 42 W, Burnsville, MN 55337",172.24.127.192,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_NC_04196_RT,Burnsville NC - Store 04196,Retail,Burnsville,NC,US,"115 RESERVOIR RD, Burnsville, NC 28714",172.31.105.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_NY_02072_RT,Burnt Hills NY - Store 02072,Retail,Burnt Hills,NY,US,"806 SARATOGA, Burnt Hills, NY 12027",172.16.233.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MD_01461_RT,Burtonsville MD - Store 01461,Retail,Burtonsville,MD,US,"15600 Columbia Pike, Burtonsville, MD 20866",172.30.157.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_FL_03639_RT,Bushnell FL - Store 03639,Retail,Bushnell,FL,US,"420 N Main St, Bushnell, FL 33513",172.16.186.64,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_IN_06508_RT,Butler IN - Store 06508,Retail,Butler,IN,US,"529 W. MAIN ST, Butler, IN 46721",172.30.66.192,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_NJ_11009_RT,Butler NJ - Store 11009,Retail,Butler,NJ,US,"1506 route 23 north, Butler, NJ 07405",172.21.152.64,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_PA_16752_RT,Butler PA - Store 16752,Retail,Butler,PA,US,"200 Butler Commons, Butler, PA 16001",172.20.222.0,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MT_08627_RT,Butte MT - Store 08627,Retail,Butte,MT,US,"1275 HARRISON STREET, Butte, MT 59701",172.19.158.128,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_AL_04851_RT,Cahaba Heights AL - Store 04851,Retail,Cahaba Heights,AL,US,"4197 CROSSHAVEN DR., Cahaba Heights, AL 35243",172.18.73.192,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_IL_18033_RT,Cahokia IL - Store 18033,Retail,Cahokia,IL,US,"1615 Camp Jackson Rd., Cahokia, IL 62206",172.21.131.0,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_NY_05036_RT,Cairo NY - Store 05036,Retail,Cairo,NY,US,"7600 Route 32, PO Box 140, Cairo, NY 12413",172.18.18.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_NC_07420_RT,Calabash NC - Store 07420,Retail,Calabash,NC,US,"9810 Ocean Highway, Calabash, NC 28467",172.28.3.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_MI_17108_RT,Caledonia MI - Store 17108,Retail,Caledonia,MI,US,"1925 Marketplace Dr SE, Caledonia, MI 49316",172.24.54.64,CVS,Active,Retail-Store,v5.20,,,,Midwest,Leased,,,
US_AL_00467_RT,Calera AL - Store 00467,Retail,Calera,AL,US,"8370 US Hwy 31, Calera, AL 35040",172.19.244.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_CA_11141_RT,Calexico CA - Store 11141,Retail,Calexico,CA,US,"420 E Second Street, Calexico, CA 92231",172.21.111.64,CVS,Active,Retail-Store,v5.20,,,,West,Leased,,,
US_GA_04506_RT,Calhoun GA - Store 04506,Retail,Calhoun,GA,US,"402 North Wall Street, Calhoun, GA 30701",172.31.133.0,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
US_MD_01522_RT,California MD - Store 01522,Retail,California,MD,US,"22565 THREE NOTCH ROAD, California, MD 20619",172.30.163.192,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_MD_16606_RT,California MD - Store 16606,Retail,California,MD,US,"45155 First Colony Way, California, MD 20619",172.20.185.128,CVS,Active,Retail-Store,v5.20,,,,Northeast,Leased,,,
US_FL_03637_RT,Callahan FL - Store 03637,Retail,Callahan,FL,US,"542325 USHwy 1, Callahan, FL 32011",172.17.59.128,CVS,Active,Retail-Store,v5.20,,,,Southeast,Leased,,,
